num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S033539;25/03/2025;8:20:00;CALL. ASCAO / CALL. LUIS RUIZ;56;15;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;445851;4475819;N;
2025S033544;25/03/2025;8:25:00;CALL. CASTILLA, 9;9;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440281;4478268;N;
2025S033567;25/03/2025;9:33:00;AVDA. ALBUFERA / CALL. TRANVIA DE ARGANDA;319;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;446319;4470550;N;
2025S033567;25/03/2025;9:33:00;AVDA. ALBUFERA / CALL. TRANVIA DE ARGANDA;319;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;2;Ingreso inferior o igual a 24 horas;446319;4470550;N;
2025S033886;25/03/2025;20:15:00;CALL. ZURBARAN, 14;14;7;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441235;4475664;N;
2025S034277;26/03/2025;14:00:00;CALL. PUERTO DE LA BONAIGUA / CALL. MARTINEZ DE LA RIVA;1;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443620;4470962;N;
2025S034278;26/03/2025;14:20:00;PLAZA. EMPERADOR CARLOS V / AVDA. CIUDAD DE BARCELONA;2;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;441309;4473328;N;
2025S034287;26/03/2025;15:00:00;PASEO. IMPERIAL, 50;50;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439317;4472600;N;
2025S034312;26/03/2025;16:00:00;CALL. CAMPOTEJAR, 17;17;12;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440260;4469019;N;
2025S034507;26/03/2025;21:20:00;AVDA. POBLADOS / CALL. VIA LUSITANA;103;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437647;4469453;N;
2025S034527;26/03/2025;22:20:00;CALL. GUZMAN EL BUENO, 8;8;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;439487;4475888;N;
2025S035054;27/03/2025;20:30:00;GTA. SANTA MARIA DE LA CABEZA, 5;5;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440650;4472490;N;
2025S035092;27/03/2025;20:30:00;CALL. GENERAL LOPEZ POZAS, 16;16;5;CHAMARTÍN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441875;4479595;N;
2025S035400;28/03/2025;11:25:00;CALL. JOSE ORTEGA Y GASSET / CALL. LAGASCA;14;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441926;4475747;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035401;28/03/2025;11:45:00;PASEO. SENDA DEL REY / CALL. OBISPO TREJO;5;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;;;437709;4476377;N;
2025S035617;28/03/2025;20:45:00;CALL. PRINCIPE DE VERGARA, 122;122;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442445;4476926;N;
2025S036043;29/03/2025;13:30:00;CALL. VAZQUEZ DE MELLA, 18;18;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;445787;4476169;N;
2025S036050;29/03/2025;15:55:00;CALL. SANTA ENGRACIA, 105;105;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;440645;4476526;N;
2025S036050;29/03/2025;15:55:00;CALL. SANTA ENGRACIA, 105;105;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;1;Atención en urgencias sin posterior ingreso;440645;4476526;N;
2025S036075;29/03/2025;16:10:00;CALL. LUCHANA, 23;23;7;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;440675;4475847;N;
2025S036112;29/03/2025;20:05:00;CALL. JOSE DEL HIERRO, 33;33;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;445269;4476757;N;
2025S036115;29/03/2025;18:45:00;CALL. PALOS DE LA FRONTERA, 19;19;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440982;4472740;N;
2025S036127;29/03/2025;21:10:00;CALL. CUART DE POBLET, 23;23;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;436636;4472236;N;
2025S036219;30/03/2025;1:45:00;CALL. EL BOSCO / CALL. MARUJA GARCIA ROMERO;16;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;;;444505;4472804;N;
2025S036219;30/03/2025;1:45:00;CALL. EL BOSCO / CALL. MARUJA GARCIA ROMERO;16;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Pasajero;De 15 a 17 años;Mujer;;;444505;4472804;N;
2025S036330;30/03/2025;17:00:00;CALL. TROYA, 32;32;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;448160;4476223;N;
2025S036330;30/03/2025;17:00:00;CALL. TROYA, 32;32;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448160;4476223;N;
2025S036345;30/03/2025;18:00:00;CMNO. CASA DE VACAS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436359;4477158;N;
2025S036364;30/03/2025;16:30:00;AUTOV. M-607, +01000S;+01000S;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441797;4485120;N;
2025S036680;31/03/2025;17:45:00;CALL. ALSASUA, 5;5;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;432247;4479587;N;
2025S037046;01/04/2025;10:51:00;CALL. CABALLERO DE GRACIA / CALL. CLAVEL;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440633;4474536;N;
2025S037215;01/04/2025;18:20:00;PASEO. CAMOENS Y VALERO / CALL. FRANCISCO Y JACINTO ALCANTARA;2;9;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438565;4475712;N;
2025S037289;01/04/2025;18:45:00;AVDA. PORTUGAL, 141;141;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437477;4473750;N;
2025S037359;01/04/2025;18:30:00;AVDA. MANZANARES, 30;30;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438660;4473124;N;
2025S037359;01/04/2025;18:30:00;AVDA. MANZANARES, 30;30;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;438660;4473124;N;
2025S037634;02/04/2025;13:00:00;CALL. ALCALA / CALL. NARVAEZ;96;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;;;442679;4475097;N;
2025S037741;02/04/2025;17:55:00;CALL. SANTA PRISCA / AVDA. DAROCA;16;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;445056;4475391;N;
2025S037742;02/04/2025;16:40:00;CALL. RAMON SAINZ, 20;20;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;437385;4471010;N;
2025S038147;03/04/2025;18:00:00;GTA. SANTA MARIA DE LA CABEZA / PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;2;2;ARGANZUELA;Caída;Lluvia débil;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;440629;4472508;N;
2025S038247;03/04/2025;20:11:00;PASEO. YESERIAS, 15C;15C;2;ARGANZUELA;Caída;Nublado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439624;4472178;N;
2025S038256;03/04/2025;19:20:00;PASEO. JUAN XXIII, 1;1;9;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;438955;4477268;N;
2025S038685;04/04/2025;17:30:00;CALL. DOCTOR ESQUERDO / CALL. SAMARIA;82;3;RETIRO;Colisión frontal;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443194;4473793;S;
2025S038733;04/04/2025;14:40:00;CALL. SAN CLAUDIO / CALL. SAN CLAUDIO;144;13;PUENTE DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445632;4471201;N;
2025S038757;04/04/2025;23:36:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443165;4472178;S;
2025S039098;05/04/2025;20:06:00;CALL. BRAVO MURILLO, 255;255;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;440651;4478955;N;
2025S039118;05/04/2025;23:45:00;CALL. PUERTO DE BALBARAN, 109;109;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;;;443501;4470141;N;
2025S039341;06/04/2025;13:35:00;CTRA. ALCOBENDAS A BARAJAS / ACCESO PARKING  T-4;14;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449235;4482175;N;
2025S039342;06/04/2025;14:30:00;CTRA. RODAJOS, 2;2;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;435990;4474086;N;
2025S039342;06/04/2025;14:30:00;CTRA. RODAJOS, 2;2;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;Desconocido;Hombre;14;Sin asistencia sanitaria;435990;4474086;N;
2025S039354;06/04/2025;17:50:00;CALL. JULIAN GAYARRE / PASEO. REINA CRISTINA;2;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;442006;4473137;N;
2025S039748;07/04/2025;20:01:00;CALL. VIA LUSITANA / AVDA. POBLADOS;134;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;437644;4469454;N;
2025S039984;08/04/2025;9:12:00;CALL. CARAMUEL, 1;1;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438291;4473935;N;
2025S040004;08/04/2025;8:36:00;CALL. GENERAL RICARDOS / CALL. EL ESPINAR;256;11;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;;;436929;4470471;N;
2025S040094;08/04/2025;14:35:00;CALL. MARIA DE LAS MERCEDES DE BORBON, 120;120;16;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;;;447989;4482649;N;
2025S040433;09/04/2025;12:10:00;CALL. SOFIA, 53;53;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448517;4474552;N;
2025S040470;09/04/2025;13:15:00;PASEO. CASTAÑOS, 0;0;9;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;1;Atención en urgencias sin posterior ingreso;437231;4474331;N;
2025S040538;09/04/2025;15:40:00;CALL. EMETERIO CASTAÑOS / CALL. MANUEL URIBE;8;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;443939;4479482;N;
2025S040602;09/04/2025;15:05:00;CALL. MARCELO USERA / CALL. PILARICA;52;12;USERA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440292;4470846;N;
2025S041049;10/04/2025;13:10:00;CALL. SERRANO, 11;11;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441604;4474890;N;
2025S041130;10/04/2025;16:30:00;CALL. CONVENIO / AVDA. SAN DIEGO;47;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;;;442990;4471254;N;
2025S041189;10/04/2025;19:30:00;CMNO PERALES, 154 - CARRIL BICI PARQUE LINEAL MANZANARES;154;12;USERA;Solo salida de la vía;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;3;Ingreso superior a 24 horas;442062;4468965;N;
2025S041627;11/04/2025;14:05:00;AVDA. LAS AGUILAS, 6;6;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;434991;4470671;N;
2025S041656;11/04/2025;14:25:00;CALL. MARGARITA DE PARMA / CALL. MARIA DE PORTUGAL;1;16;HORTALEZA;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443963;4483316;N;
2025S041774;11/04/2025;17:51:00;CALL. LUCHANA / CALL. COVARRUBIAS;36;7;CHAMBERÍ;Colisión lateral;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;440741;4475909;N;
2025S042023;12/04/2025;10:30:00;PASEO. PIÑONERO / CTRA. GARABITAS;3;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437384;4475986;N;
2025S042072;12/04/2025;13:15:00;AUTOV. A-5, +30000S;+30000S;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 65 a 69 años;Hombre;1;Atención en urgencias sin posterior ingreso;431120;4468675;N;
2025S042329;13/04/2025;13:55:00;PASEO. FERNAN NUÑEZ, 1;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441653;4473482;N;
2025S042331;13/04/2025;15:25:00;CALL. ANDRES MELLADO, 66;66;7;CHAMBERÍ;Alcance;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439422;4476460;N;
2025S042666;14/04/2025;19:41:00;AVDA. MONASTERIO DE SILOS, 1;1;8;FUENCARRAL-EL PARDO;Colisión frontal;Nublado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;439081;4483161;N;
2025S042671;14/04/2025;19:40:00;PASEO. CASTELLANA / PLZLA. SAN JUAN;63;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441317;4477014;N;
2025S042991;15/04/2025;15:31:00;CALL. PRECIADOS, 8;8;1;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;De 15 a 17 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440241;4474360;N;
2025S043440;16/04/2025;12:50:00;PASEO. EMBARCADERO, 10;10;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;2;Ingreso inferior o igual a 24 horas;438412;4474461;N;
2025S043622;16/04/2025;19:40:00;CALL. JULIO CAMBA / CALL. ROMA;5;4;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443657;4475835;N;
2025S043639;16/04/2025;20:45:00;CALL. MALDONADO, 7;7;4;SALAMANCA;Alcance;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441917;4476150;N;
2025S043666;16/04/2025;23:15:00;CALL. BABILONIA / GTA. ALHABIA;36A;21;BARAJAS;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;;;450376;4479800;N;
2025S043813;17/04/2025;6:47:00;CALL. ALCOCER / CALL. ARECHAVALETA;1;17;VILLAVERDE;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;3;Ingreso superior a 24 horas;440835;4466886;N;
2025S043990;17/04/2025;21:40:00;PLAZA. ESPAÑA, 19;19;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;439668;4475034;N;
2025S044330;18/04/2025;20:06:00;CALL. BOLTAÑA / CALL. CARTAGO;73;20;SAN BLAS-CANILLEJAS;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;;;448410;4477714;N;
2025S044543;19/04/2025;0:20:00;CALL. MARTIRES DE LA VENTILLA / CALL. MAGNOLIAS;29;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441410;4480228;N;
2025S044693;19/04/2025;5:45:00;CALL. REQUENA / CALL. BAILEN;5;1;CENTRO;Caída;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;439495;4474339;N;
2025S045350;19/04/2025;17:50:00;PNTE. SEGOVIA / FAROLA 25;0;1;CENTRO;Colisión lateral;;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Mujer;;;438611;4473969;N;
2025S045707;21/04/2025;18:32:00;CALL. SAN CLEMENTE, 8;8;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;437896;4470326;N;
2025S045707;21/04/2025;18:32:00;CALL. SAN CLEMENTE, 8;8;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;437896;4470326;N;
2025S045801;21/04/2025;18:50:00;PASEO. ERMITA DEL SANTO, 71;71;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438472;4472559;N;
2025S045815;21/04/2025;22:25:00;CALL. ALCALA / CALL. HERMOSILLA;157;4;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442828;4475219;N;
2025S045969;21/04/2025;14:10:00;CALL. CANILLAS / CALL. CARTAGENA;27;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442734;4477013;N;
2025S046551;23/04/2025;2:00:00;AVDA. ALBUFERA, 71;71;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;443774;4471788;N;
2025S047068;23/04/2025;18:40:00;GTA. ANTONIO BONET / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;0;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447152;4483175;N;
2025S047153;23/04/2025;23:30:00;CALL. GOLFO DE SALONICA / CALL. ESPLIEGO;2;16;HORTALEZA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443590;4480725;N;
2025S047540;24/04/2025;16:30:00;AVDA. GUADALAJARA / CALL. AMPOSTA;71;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447725;4474672;N;
2025S047651;24/04/2025;17:35:00;PASEO. PRADO / CALL. CLAUDIO MOYANO;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;441309;4473445;N;
2025S047653;24/04/2025;15:40:00;CALL. LOPEZ DE ARANDA / PLAZA. BARBADOS;36;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;446185;4477240;N;
2025S047687;24/04/2025;20:45:00;CALL. DOCTOR ESQUERDO, 82;82;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;443170;4473770;N;
2025S047693;24/04/2025;21:05:00;CALL. SAN BERNARDO / CALL. ESPIRITU SANTO;55;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440008;4475252;N;
2025S047763;25/04/2025;1:10:00;AVDA. PORTUGAL / PASEO. PUERTA DEL ANGEL;81;10;LATINA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;438086;4474039;N;
2025S047927;25/04/2025;13:55:00;PLAZA. MARIANO DE CAVIA, 2;2;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442425;4473266;N;
2025S047939;25/04/2025;13:50:00;CALL. ROSARIO PINO, 2;2;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441446;4479273;N;
2025S048064;25/04/2025;17:15:00;CALL. GARGANTILLA / CALL. POZUELO DE ZARZON;13;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;440228;4472248;N;
2025S048185;25/04/2025;20:00:00;CASA DE CAMPO;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434634;4475719;N;
2025S048185;25/04/2025;20:00:00;CASA DE CAMPO;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434634;4475719;N;
2025S048310;25/04/2025;23:20:00;AVDA. MENENDEZ PELAYO / CALL. ALCALDE SAINZ DE BARANDA;45;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;442442;4474275;S;
2025S048352;26/04/2025;4:50:00;C BARCELO 11;7;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;440603;4475346;N;
2025S048505;26/04/2025;14:48:00;PASEO. ESPERANZA, 13;13;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;440135;4472654;N;
2025S048554;26/04/2025;16:50:00;CALL. GALICIA / CTRA. BOADILLA DEL MONTE;39;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;434424;4472494;N;
